Index_agg,Country or area,Country Code,ISO3 Alpha Code,ISO2 Alpha Code,City Code,Urban Agglomeration,Location type,Data,Sources,Statistical Concept,Note,Urban Population,Cluster
437,China,156,CHN,CN,23693,Pingdu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
438,China,156,CHN,CN,23694,Pinghu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
439,China,156,CHN,CN,20635,Pingliang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
440,China,156,CHN,CN,20636,"Pingxiang, Jiangxi",Non-Capital,Urban agglomerations and capital cities,Censuses of 2000 and 2010; Estimate for 1984.,Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
441,China,156,CHN,CN,23695,Pizhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
442,China,156,CHN,CN,23697,Puning,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
443,China,156,CHN,CN,20639,Putian,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1964.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
444,China,156,CHN,CN,20640,Puyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1985.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
445,China,156,CHN,CN,23827,Qianjiang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
446,China,156,CHN,CN,23828,Qidong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
447,China,156,CHN,CN,20641,Qingdao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimates for 1951 and 2016; Register of 1970; Sample Survey of 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
448,China,156,CHN,CN,20643,Qingyuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 2012.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
449,China,156,CHN,CN,23830,Qingzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
450,China,156,CHN,CN,20644,Qinhuangdao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; Estimate for 1950.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
451,China,156,CHN,CN,23698,Qinzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
452,China,156,CHN,CN,20646,Qiqihaer,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
453,China,156,CHN,CN,20647,Qitaihe,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
454,China,156,CHN,CN,20648,Quanzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
455,China,156,CHN,CN,23703,Qufu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
456,China,156,CHN,CN,23704,Qujing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimates for 1953 and 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
457,China,156,CHN,CN,20649,Quzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
458,China,156,CHN,CN,23705,Renqiu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
459,China,156,CHN,CN,23706,Rizhao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
460,China,156,CHN,CN,23707,Rongcheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
461,China,156,CHN,CN,23708,Rugao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
462,China,156,CHN,CN,23709,Ruian,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
463,China,156,CHN,CN,23712,Rushan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
464,China,156,CHN,CN,23714,Sanhe,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
465,China,156,CHN,CN,20652,Sanmenxia,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
466,China,156,CHN,CN,20653,Sanming,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
467,China,156,CHN,CN,20654,Sanya,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 2016; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
468,China,156,CHN,CN,20656,Shanghai,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimates for 1950 and 2015; Register of 1957, 1959, 1965 and 1977.",City Proper,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
469,China,156,CHN,CN,20657,Shangqiu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
470,China,156,CHN,CN,20658,Shangrao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimates for 1953 and 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
471,China,156,CHN,CN,23716,Shangyu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
472,China,156,CHN,CN,20659,Shantou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Estimate for 2012; Register of 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
473,China,156,CHN,CN,20660,Shanwei,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
474,China,156,CHN,CN,20661,Shaoguan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
475,China,156,CHN,CN,20663,Shaoxing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
476,China,156,CHN,CN,20664,Shaoyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
477,China,156,CHN,CN,23719,Shengzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
478,China,156,CHN,CN,895000430,Shenmu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimates for 1950 and 2018.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,2
479,China,156,CHN,CN,20666,Shenyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Register of 1960 and 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
480,China,156,CHN,CN,20667,Shenzhen,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 2015; Register of 1979 and 1982; UN Estimate for 1950.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
481,China,156,CHN,CN,20668,Shihezi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
482,China,156,CHN,CN,20669,Shijiazhuang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Estimates for 1950 and 2015; Register of 1962, 1966 and 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
483,China,156,CHN,CN,20670,Shishi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
484,China,156,CHN,CN,20671,Shiyan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
485,China,156,CHN,CN,20672,Shizuishan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
486,China,156,CHN,CN,23724,Shouguang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
487,China,156,CHN,CN,20674,Shuangyashan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
488,China,156,CHN,CN,23729,Shuozhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
489,China,156,CHN,CN,23730,Sihui,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
490,China,156,CHN,CN,20675,Siping,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
491,China,156,CHN,CN,23823,Songyuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
492,China,156,CHN,CN,23822,Songzi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
493,China,156,CHN,CN,23821,Suihua,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
494,China,156,CHN,CN,20676,"Suining, Sichuan",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1985.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
495,China,156,CHN,CN,23820,Suizhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
496,China,156,CHN,CN,20677,Suqian,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
497,China,156,CHN,CN,20679,"Suzhou, Anhui",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
498,China,156,CHN,CN,20678,"Suzhou, Jiangsu",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimate for 2015; Register of 1970 and 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
499,China,156,CHN,CN,20681,"Taian, Shandong",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
500,China,156,CHN,CN,23819,Taicang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
501,China,156,CHN,CN,23818,Taishan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
502,China,156,CHN,CN,23817,Taixing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
503,China,156,CHN,CN,20685,"Taiyuan, Shanxi",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; Estimate for 1950.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
504,China,156,CHN,CN,20686,"Taizhou, Jiangsu",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
505,China,156,CHN,CN,23816,"Taizhou, Zhejiang",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1953.",City Proper,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
506,China,156,CHN,CN,20687,"Tangshan, Hebei",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1982; Register of 1956, 1965, 1970 and 1975; UN Estimate for 1976.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
507,China,156,CHN,CN,23907,Tengzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
508,China,156,CHN,CN,20689,Tianjin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Estimates for 1950, 2015 and 2016.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
