Index_agg,Country or area,Country Code,ISO3 Alpha Code,ISO2 Alpha Code,City Code,Urban Agglomeration,Location type,Data,Sources,Statistical Concept,Note,Urban Population,Cluster
9,Algeria,12,DZA,DZ,20006,El Djazaïr  (Algiers),Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1960, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,Refers to the Governorate of Grand Algiers.,Urban Population,0
16,Angola,24,AGO,AO,895000001,Benguela,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; Estimates for 1950 and 1983; UN Estimate for 1993.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Benguela.",Urban Population,2
17,Angola,24,AGO,AO,204043,Cabinda,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; UN Estimate for 1993.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Cabinda.",Urban Population,0
19,Angola,24,AGO,AO,20050,Huambo,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; Estimates for 1950, 1983 and 1993.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Huambo.",Urban Population,0
20,Angola,24,AGO,AO,895000000,Lobito,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; Estimates for 1950 and 1983.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Lobito.",Urban Population,2
21,Angola,24,AGO,AO,20049,Luanda,Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1983 and 2014; Estimates for 1950, 1993 and 2018.",Urban Agglomeration,Estimate for 2014 refers to the urban population of the province of Luanda.,Urban Population,0
22,Angola,24,AGO,AO,204044,Lubango,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; Estimate for 1950; UN Estimate for 1993.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Lubango.",Urban Population,0
23,Angola,24,AGO,AO,895000004,Malanje,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970 and 2014; Estimate for 1950.",Urban Agglomeration,"Estimate for 2014 refers to the urban population of the ""municipio"" of Malanje.",Urban Population,2
28,Argentina,32,ARG,AR,20058,Buenos Aires,Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2017.",Urban Agglomeration,"Refers to Gran Buenos Aires. Data for 2001 and 2010 refer to the urban agglomeration including Buenos Aires city, 24 districts of Gran Buenos Aires and some districts of the suburbs.",Urban Population,0
29,Argentina,32,ARG,AR,20059,Córdoba,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran Córdoba.,Urban Population,0
30,Argentina,32,ARG,AR,20063,Corrientes,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991 and 2001; Estimate for 2016.",Urban Agglomeration,Refers to Gran Corrientes.,Urban Population,0
31,Argentina,32,ARG,AR,20065,La Plata,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran La Plata.,Urban Population,0
33,Argentina,32,ARG,AR,20068,Mendoza,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran Mendoza.,Urban Population,0
36,Argentina,32,ARG,AR,20073,Resistencia,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran Resistencia.,Urban Population,0
37,Argentina,32,ARG,AR,20075,Rosario,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991 and 2001; Estimate for 2016.",Urban Agglomeration,Refers to Gran Rosario.,Urban Population,0
39,Argentina,32,ARG,AR,20078,San Juan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran San Juan.,Urban Population,0
40,Argentina,32,ARG,AR,20081,San Miguel de Tucumán,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010.",Urban Agglomeration,Refers to Gran San Miguel de Tucumán.,Urban Population,0
41,Argentina,32,ARG,AR,20084,San Salvador de Jujuy,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991 and 2001; Estimate for 2016.",Urban Agglomeration,Refers to Gran San Salvador de Jujuy.,Urban Population,0
42,Argentina,32,ARG,AR,20085,Santa Fe,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2001 and 2010; Estimate for 2016.",Urban Agglomeration,Refers to Gran Santa Fe.,Urban Population,0
43,Argentina,32,ARG,AR,20086,Santiago Del Estero,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991 and 2001; Estimate for 2016.",Urban Agglomeration,"Refers to Santiago del Estero-La Banda, including the locality of El Zanjón.",Urban Population,0
46,Australia,36,AUS,AU,206171,Adelaide,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1950, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
47,Australia,36,AUS,AU,206170,Brisbane,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1950, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
48,Australia,36,AUS,AU,206175,Canberra,Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
49,Australia,36,AUS,AU,895000015,Central Coast,Non-Capital,Urban agglomerations and capital cities,"Estimates for 1954, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,2
50,Australia,36,AUS,AU,20093,Gold Coast-Tweed Head,Non-Capital,Urban agglomerations and capital cities,"Census of 1976; Estimates for 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
51,Australia,36,AUS,AU,206168,Melbourne,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1950, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
52,Australia,36,AUS,AU,206177,Newcastle-Maitland,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961, 1966, 1971 and 1976; Estimates for 1950, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
53,Australia,36,AUS,AU,206172,Perth,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1950, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
54,Australia,36,AUS,AU,20098,Sunshine Coast,Non-Capital,Urban agglomerations and capital cities,"Estimates for 1950, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
55,Australia,36,AUS,AU,206167,Sydney,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961 and 1966; Estimates for 1950, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
56,Australia,36,AUS,AU,20101,Wollongong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1954, 1961, 1966, 1971, 1976 and 1981; Estimates for 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to Significant Urban Areas as of 2001.,Urban Population,0
58,Azerbaijan,31,AZE,AZ,20053,Baku,Capital,Urban agglomerations and capital cities,"Censuses of 1959, 1970, 1979, 1989 and 1999; Estimates for 2006, 2008, 2011 and 2017.",Urban Agglomeration,The data include communities under the authority of the Town Council. The 1989 census produced data referring to the city proper only; the population of the urban agglomeration for that date was estimated by assuming that the ratio of the population of the urban agglomeration to that of the city proper was the same as in 1979.,Urban Population,0
62,Bahrain,48,BHR,BH,20109,Al-Manamah (Manama),Capital,Urban agglomerations and capital cities,"Censuses of 1950, 1959, 1965, 1971, 1981, 1991 and 2001; UN Estimates for 2010 and 2016.",Urban Agglomeration,Refers to the urban area of the municipality of Al-Manamah.,Urban Population,0
67,Bangladesh,50,BGD,BD,20119,Dhaka,Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1974, 1981, 1991, 2001 and 2011.",Metropolitan area,Refers to the Mega city.,Urban Population,0
78,Belarus,112,BLR,BY,20348,Minsk,Capital,Urban agglomerations and capital cities,"Censuses of 1959, 1970, 1979, 1989, 1999 and 2009; Estimates for 1950, 1955, 2006 and 2017.",Urban Agglomeration,The data include communities under the authority of the Town Council. The 1989 census produced data referring to the city proper only; the population of the urban agglomeration for that date was estimated by assuming that the ratio of the population of the urban agglomeration to that of the city proper was the same as in 1979.,Urban Population,0
82,Belgium,56,BEL,BE,20144,Bruxelles-Brussel,Capital,Urban agglomerations and capital cities,Censuses of 1970 and 1981; Estimates for 1995 and 2017; UN Estimate for 1961.,Metropolitan area,"Data refer to the population of Brussels-Capital Region and ""communes"" of the agglomeration and suburbs.",Urban Population,0
94,Bolivia (Plurinational State of),68,BOL,BO,20152,Cochabamba,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1950, 1976, 1992, 2001 and 2012.",Urban Agglomeration,"Refers to the urban population of the municipalities (municipios) of Cochabamba, Sacaba, Quillacollo, Colcapirhua, Tiquipaya and Vinto.",Urban Population,0
95,Bolivia (Plurinational State of),68,BOL,BO,20153,La Paz,Seat of Government,Urban agglomerations and capital cities,"Censuses of 1950, 1976, 1992, 2001 and 2012.",Urban Agglomeration,"Refers to the urban population of the municipalities (municipios) of La Paz, El Alto, Viacha and Achocalla.",Urban Population,0
98,Bosnia and Herzegovina,70,BIH,BA,20164,Sarajevo,Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1961, 1971, 1981, 1991 and 2013.",City Proper,"Refers to the muniicipalities of Stari Grad Sarajevo, Centar Sarajevo, Novo Sarajevo, Novi Grad Sarajevo and Ilidza.",Urban Population,0
108,Brazil,76,BRA,BR,20187,Brasília,Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1970, 1980, 1991, 2000 and 2010; Estimate for 2017.",Metropolitan area,"Refers to the ""Região Integrada de Desenvolvimento do Distrito Federal e Entorno"".",Urban Population,0
123,Brazil,76,BRA,BR,20286,Grande São Luís,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1950, 1960, 1970, 1980, 1991, 2000 and 2010; Estimate for 2017.",Metropolitan area,.,Urban Population,0
168,Cambodia,116,KHM,KH,20357,Phnum Pénh (Phnom Penh),Capital,Urban agglomerations and capital cities,"Censuses of 1962, 1980, 1998 and 2008; Estimates for 1950, 1966, 1970, 1975, 1975, 1979, 1985, 1990, 1993 and 2011.",Urban Agglomeration,Refers to the municipality of Phnon Penh including suburban areas.,Urban Population,0
176,Canada,124,CAN,CA,20370,Calgary,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
177,Canada,124,CAN,CA,20373,Edmonton,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
178,Canada,124,CAN,CA,20376,Halifax,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
179,Canada,124,CAN,CA,20377,Hamilton,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
180,Canada,124,CAN,CA,20381,Kitchener-Cambrigde-Waterloo,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
181,Canada,124,CAN,CA,20382,London,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
182,Canada,124,CAN,CA,20384,Montréal,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area. Estimate for the year 2011 was revised to concur with 2016 metropolitan area definition,Urban Population,0
183,Canada,124,CAN,CA,20386,Oshawa,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
184,Canada,124,CAN,CA,20387,Ottawa-Gatineau,Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area. The capital is Ottawa.,Urban Population,0
185,Canada,124,CAN,CA,20390,Québec,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
187,Canada,124,CAN,CA,20398,St. Catharines-Niagara,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
188,Canada,124,CAN,CA,20402,Toronto,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
189,Canada,124,CAN,CA,20404,Vancouver,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
190,Canada,124,CAN,CA,20405,Victoria,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
191,Canada,124,CAN,CA,20406,Windsor,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
192,Canada,124,CAN,CA,20407,Winnipeg,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1951, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996, 2001, 2006, 2011 and 2016.",Metropolitan area,Refers to the Census Metropolitan Area.,Urban Population,0
193,Caribbean Netherlands,535,BES,BQ,206155,Kralendijk,Capital,Urban agglomerations and capital cities,"Censuses of 1960, 1971, 1981, 1992 and 2001.",Metropolitan area,Refers to the island of Bonaire.,Urban Population,0
200,Chile,152,CHL,CL,205346,Concepción,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1952, 1960, 1970, 1982, 1992 and 2002.",Urban Agglomeration,Refers to Gran Concepción.,Urban Population,0
201,Chile,152,CHL,CL,206161,La Serena-Coquimbo,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1952, 1960, 1970, 1982, 1992 and 2002; Estimate for 2015.",Urban Agglomeration,Refers to Gran La Serena.,Urban Population,0
202,Chile,152,CHL,CL,20439,Santiago,Capital,Urban agglomerations and capital cities,"Censuses of 1952, 1960, 1970, 1982, 1992, 2002 and 2012.",Urban Agglomeration,Data from 1952 to 1992 refer to Gran Santiago. Data for 2002 and 2012 refer to the urban population of Santiago Metropolitan Area Region.,Urban Population,0
204,Chile,152,CHL,CL,205344,Valparaíso,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1952, 1960, 1970, 1982, 1992, 2002 and 2012.",Urban Agglomeration,Refers to the Gran Valparaíso.,Urban Population,0
205,China,156,CHN,CN,20447,Akesu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
206,China,156,CHN,CN,23575,Ankang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
207,China,156,CHN,CN,23576,Anlu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
208,China,156,CHN,CN,23577,Anning,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
209,China,156,CHN,CN,20450,Anqing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
210,China,156,CHN,CN,23578,Anqiu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
211,China,156,CHN,CN,20451,Anshan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimates for 1960, 1962 and 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
212,China,156,CHN,CN,20452,Anshun,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
213,China,156,CHN,CN,20453,Anyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
214,China,156,CHN,CN,20455,Baicheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1990, 2000 and 2010; Estimate for 1984.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
215,China,156,CHN,CN,23866,Baishan,Non-Capital,Urban agglomerations and capital cities,Censuses of 2000 and 2010; Estimates for 1984 and 1988.,Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
216,China,156,CHN,CN,20457,Baiyin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
217,China,156,CHN,CN,20458,Baoding,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimate for 2015.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
218,China,156,CHN,CN,20459,Baoji,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
219,China,156,CHN,CN,20460,Baotou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Register of 1964, 1970 and 1982.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
220,China,156,CHN,CN,205686,Bayannaoer,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1953.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
221,China,156,CHN,CN,23580,Bazhong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
222,China,156,CHN,CN,20463,Beihai,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
223,China,156,CHN,CN,20464,Beijing,Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimate for 2015; Register of 1958, 1960, 1965 and 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city (excluding Yanqing District). For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts (excluding Yanqing District) meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
224,China,156,CHN,CN,20466,Bengbu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
225,China,156,CHN,CN,20467,Benxi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
226,China,156,CHN,CN,23582,Bijie,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1987; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
227,China,156,CHN,CN,23583,Binzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000, 2010 and 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
228,China,156,CHN,CN,20469,Botou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
229,China,156,CHN,CN,23584,Bozhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
230,China,156,CHN,CN,20470,Cangzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
231,China,156,CHN,CN,23585,Cenxi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
